"year","country","pop","gdp"
2065,"USA",390.9203397,30995.63879
2066,"USA",391.11630132000005,31253.918004000003
2067,"USA",391.31226294,31512.197218
2068,"USA",391.50822456000003,31770.476432
2069,"USA",391.7041861800001,32028.755646000005
2070,"USA",391.9001478,32287.03486
2071,"USA",391.79168382000006,32495.219698
2072,"USA",391.68321984,32703.404536
2073,"USA",391.57475586,32911.589374
2074,"USA",391.4662918800001,33119.774212000004
2075,"USA",391.3578279,33327.95905
2076,"USA",390.9037021800001,33551.818896
2077,"USA",390.44957646,33775.678742000004
2078,"USA",389.99545074,33999.538587999996
2079,"USA",389.54132502000004,34223.398434
2080,"USA",389.0871993,34447.25828
2081,"USA",388.30556312000004,34637.81450000001
2082,"USA",387.52392694,34828.37072
2083,"USA",386.74229076,35018.926940000005
2084,"USA",385.9606545800001,35209.48316
2085,"USA",385.1790184,35400.03938
2086,"USA",384.12805520000006,35562.850786
2087,"USA",383.077092,35725.662192
2088,"USA",382.02612880000004,35888.473598
2089,"USA",380.9751656,36051.285004000005
2090,"USA",379.9242024,36214.09641
2091,"USA",378.64919138000005,36360.135944
2092,"USA",377.37418036,36506.175478
2093,"USA",376.09916934,36652.215012
2094,"USA",374.82415832000004,36798.254546
2095,"USA",373.5491473,36944.29408
2096,"USA",372.05164894000006,37050.789082
2097,"USA",370.55415058,37157.284084
2098,"USA",369.05665222,37263.779085999995
2099,"USA",367.55915386000004,37370.274088000006
2100,"USA",366.0616555,37476.76909
2101,"USA",364.5878380593995,37582.378322204786
2102,"USA",363.1250252798853,37686.3453817409
2103,"USA",361.6731155755841,37788.67753715142
2104,"USA",360.2320076208535,37889.38146124884
2105,"USA",358.8016012141426,37988.46405432204
2106,"USA",357.38179726206556,38085.93243228181
2107,"USA",355.97249776532107,38181.79392024501
2108,"USA",354.57360580480963,38276.05604615163
2109,"USA",353.1850255279483,38368.726534452646
2110,"USA",351.80666213518003,38459.8132998703
2111,"USA",350.43842186667416,38549.32444123194
2112,"USA",349.0802119892155,38637.26823537876
2113,"USA",347.731940783279,38723.65313115053
2114,"USA",346.39351753028666,38808.48774344739
2115,"USA",345.06485250004437,38891.78084736975
2116,"USA",343.74585693835564,38973.54137243712
2117,"USA",342.4364430548094,39053.778396886686
2118,"USA",341.13652401073955,39132.501142052446
2119,"USA",339.8460139073531,39209.718966825385
2120,"USA",338.5648277740244,39285.441362195445
2121,"USA",337.2928815567534,39359.67794587571
2122,"USA",336.0300921067846,39432.438457009135
2123,"USA",334.77637716938494,39503.732750958414
2124,"USA",333.5316553727778,39573.57079417901
2125,"USA",332.2958462172305,39641.96265917581
2126,"USA",331.06887006429395,39708.918519543455
2127,"USA",329.8506481261904,39774.44864509036
2128,"USA",328.64110245534897,39838.56339704672
2129,"USA",327.4401559340852,39901.27322335628
2130,"USA",326.24773226442335,39962.588654051855
2131,"USA",325.0637559580582,40022.52029671457
2132,"USA",323.888152326456,40081.078832016574
2133,"USA",322.72084747109056,40138.27500934703
2134,"USA",321.56176827381364,40194.1196425212
2135,"USA",320.410842387357,40248.62360557215
2136,"USA",319.2679982259645,40301.797828625015
2137,"USA",318.13316495615226,40353.65329385312
2138,"USA",317.0062724875945,40404.201031515826
2139,"USA",315.8872514641338,40453.452116077424
2140,"USA",314.7760332549132,40501.41766240673
2141,"USA",313.67254994562927,40548.10882205685
2142,"USA",312.5767343299032,40593.53677962442
2143,"USA",311.4885199007691,40637.712749187885
2144,"USA",310.40784084227715,40680.647970824255
2145,"USA",309.3346320212102,40722.35370720342
2146,"USA",308.2688289789122,40762.84124025971
2147,"USA",307.2103679232261,40802.12186793966
2148,"USA",306.1591857205408,40840.20690102572
2149,"USA",305.1152198879442,40877.107660034635
2150,"USA",304.07840858548195,40912.83547219017
2151,"USA",303.0486906085195,40947.40166846928
2152,"USA",302.0260053802063,40980.817580720795
2153,"USA",301.01029294404043,41013.09453885605
2154,"USA",300.0014939565328,41044.24386811053
2155,"USA",298.9995496799682,41074.27688637556
2156,"USA",298.00440197526336,41103.20490159959
2157,"USA",297.01599329491916,41131.03920925768
2158,"USA",296.0342666760664,41157.79108988884
2159,"USA",295.0591657336039,41183.471806699934
2160,"USA",294.0906346534267,41208.09260323557
2161,"USA",293.12861818574413,41231.66470111289
2162,"USA",292.17306163848554,41254.19929782044
2163,"USA",291.223910870793,41275.70756458021
2164,"USA",290.2811122865996,41296.200644271914
2165,"USA",289.3446128282914,41315.6896494186
2166,"USA",288.41435997045335,41334.18566023273
2167,"USA",287.4903017136961,41351.69972272173
2168,"USA",286.57238657856425,41368.24284685204
2169,"USA",285.6605635995233,41383.826004771
2170,"USA",284.75478231902565,41398.460129085295
2171,"USA",283.8549927816534,41412.15611119532
2172,"USA",282.96114552833706,41424.9247996843
2173,"USA",282.0731915906499,41436.77699876157
2174,"USA",281.1910824851755,41447.72346675874
2175,"USA",280.3147702079486,41457.774914678
2176,"USA",279.44420722896757,41466.942004791716
2177,"USA",278.57934648677787,41475.23534929225
2178,"USA",277.72014138312494,41482.6655089912
2179,"USA",276.8665457776762,41489.24299206712
2180,"USA",276.0185139828107,41494.97825286081
2181,"USA",275.1760007584756,41499.88169071741
2182,"USA",274.33896130710855,41503.96364887403
2183,"USA",273.50735126862503,41507.234413392696
2184,"USA",272.6811267154698,41509.70421213696
2185,"USA",271.86024414773135,41511.383213791945
2186,"USA",271.0446604883185,41512.28152692659
2187,"USA",270.23433307819886,41512.4091990974
2188,"USA",269.42921967169684,41511.776215992686
2189,"USA",268.6292784318524,41510.392500616814
2190,"USA",267.8344679258378,41508.26791251312
2191,"USA",267.04474712043265,41505.4122470251
2192,"USA",266.260075377556,41501.835234594866
2193,"USA",265.480412449855,41497.54654009805
2194,"USA",264.7057184763489,41492.555762214375
2195,"USA",263.93595397812805,41486.87243283322
2196,"USA",263.1710798541066,41480.50601649315
2197,"USA",262.411057376829,41473.46590985493
2198,"USA",261.6558481883285,41465.76144120699
2199,"USA",260.905414296038,41457.40187000277
2200,"USA",260.1597180687514,41448.396386429165
2201,"USA",259.41872223263596,41438.754111005255
2202,"USA",258.6823898672939,41428.48409421068
2203,"USA",257.9506844018731,41417.595316142855
2204,"USA",257.22356961122625,41406.096686202494
2205,"USA",256.50100961211746,41393.99704280649
2206,"USA",255.78296885947623,41381.30515312772
2207,"USA",255.06941214269744,41368.02971286091
2208,"USA",254.36030458198707,41354.17934601398
2209,"USA",253.65561162475328,41339.762604724245
2210,"USA",252.95529904204167,41324.78796909862
2211,"USA",252.25933292501475,41309.263847077666
2212,"USA",251.56767968147432,41293.198574322094
2213,"USA",250.88030603242672,41276.60041412199
2214,"USA",250.19717900869028,41259.47755732739
2215,"USA",249.51826594754408,41241.83812230008
2216,"USA",248.8435344894178,41223.69015488592
2217,"USA",248.172952574622,41205.04162840689
2218,"USA",247.50648844011815,41185.90044367273
2219,"USA",246.8441106163282,41166.274429011195
2220,"USA",246.18578792398264,41146.17134031661
2221,"USA",245.53148947100695,41125.598861116094
2222,"USA",244.88118464944623,41104.564602652994
2223,"USA",244.23484313242625,41083.076103986976
2224,"USA",243.59243487115177,41061.140832110206
2225,"USA",242.95393009194115,41038.766182079235
2226,"USA",242.31929929329672,41015.959477161974
2227,"USA",241.68851324300996,40992.72796899944
2228,"USA",241.06154297530216,40969.07883778157
2229,"USA",240.43835978799893,40945.01919243685
2230,"USA",239.81893523973895,40920.55607083527
2231,"USA",239.203241147216,40895.696440004016
2232,"USA",238.59124958245383,40870.44719635558
2233,"USA",237.9829328701139,40844.81516592793
2234,"USA",237.3782635848351,40818.807104636144
2235,"USA",236.77721454860517,40792.429698535205
2236,"USA",236.17975882816327,40765.689564093576
2237,"USA",235.58586973243376,40738.593248477104
2238,"USA",234.99552080998996,40711.147229842834
2239,"USA",234.4086858465486,40683.35791764252
2240,"USA",233.82533886249328,40655.23165293527
2241,"USA",233.24545411042757,40626.77470870907
2242,"USA",232.66900607275693,40597.99329021082
2243,"USA",232.0959694592992,40568.89353528456
2244,"USA",231.52631920492303,40539.481514717416
2245,"USA",230.9600304672144,40509.76323259316
2246,"USA",230.39707862417012,40479.74462665294
2247,"USA",229.83743927191873,40449.43156866267
2248,"USA",229.28108822246804,40418.82986478731
2249,"USA",228.72800150147884,40387.94525597103
2250,"USA",228.1781553460648,40356.78341832362
2251,"USA",227.631526202618,40325.34996351239
2252,"USA",227.0880907246596,40293.650439159544
2253,"USA",226.54782577071583,40261.69032924465
2254,"USA",226.01070840221865,40229.47505451192
2255,"USA",225.47671588143012,40197.00997288215
2256,"USA",224.94582566939204,40164.30037986901
2257,"USA",224.41801542389803,40131.35150899929
2258,"USA",223.89326299749015,40098.16853223715
2259,"USA",223.37154643547763,40064.75656041191
2260,"USA",222.85284397397945,40031.120643649214
2261,"USA",222.3371340379885,39997.26577180544
2262,"USA",221.82439523945905,39963.19687490496
2263,"USA",221.314606375415,39928.91882358022
2264,"USA",220.80774642608085,39894.43642951422
2265,"USA",220.30379455303353,39859.75444588556
2266,"USA",219.80273009737544,39824.877567815354
2267,"USA",219.30453257792848,39789.81043281628
2268,"USA",218.80918168944876,39754.55762124331
2269,"USA",218.31665730086132,39719.12365674605
2270,"USA",217.82693945351528,39683.51300672248
2271,"USA",217.34000835945864,39647.73008277397
2272,"USA",216.85584439973275,39611.77924116127
2273,"USA",216.37442812268608,39575.66478326156
2274,"USA",215.89574024230703,39539.390956026175
2275,"USA",215.41976163657577,39502.96195243893
2276,"USA",214.94647334583425,39466.381911974975
2277,"USA",214.47585657117543,39429.65492105994
2278,"USA",214.0078926728496,39392.78501352921
2279,"USA",213.5425631686896,39355.77617108741
2280,"USA",213.07984973255284,39318.63232376763
2281,"USA",212.61973419278175,39281.35735039057
2282,"USA",212.16219853068063,39243.95507902335
2283,"USA",211.70722487900997,39206.42928743782
2284,"USA",211.25479552049768,39168.78370356842
2285,"USA",210.80489288636664,39131.022005969295
2286,"USA",210.3574995548788,39093.14782427062
2287,"USA",209.9125982498957,39055.164739634216
2288,"USA",209.47017183945465,39017.07628520798
2289,"USA",209.0302033343608,38978.88594657942
2290,"USA",208.59267588679523,38940.59716222797
2291,"USA",208.15757278893776,38902.21332397601
2292,"USA",207.7248774716056,38863.73777743868
2293,"USA",207.2945735029068,38825.173822472134
2294,"USA",206.86664458690848,38786.52471362041
2295,"USA",206.44107456231993,38747.79366056069
2296,"USA",206.01784740119007,38708.98382854688
2297,"USA",205.59694720761928,38670.09833885153
2298,"USA",205.17835821648535,38631.14026920594
2299,"USA",204.7620647921835,38592.11265423843
2300,"USA",204.34805142738008,38553.018485910616
2301,"USA",203.93630274177968,38513.86071395189
2302,"USA",203.5268034809065,38474.642246291645
2303,"USA",203.11953851489807,38435.36594948961
2304,"USA",202.71449283731263,38396.03464916386
2305,"USA",202.3116515639495,38356.6511304168
2306,"USA",201.91099993168208,38317.21813825883
2307,"USA",201.51252329730352,38277.73837802962
2308,"USA",201.1162071363851,38238.21451581729
2309,"USA",200.7220370421469,38198.649178874984
2310,"USA",200.32999872434056,38159.044956035155
2311,"USA",199.9400780081442,38119.40439812135
2312,"USA",199.55226083306937,38079.730018357506
2313,"USA",199.16653325187943,38040.02429277477
2314,"USA",198.78288142952013,38000.28966061563
2315,"USA",198.40129164206095,37960.52852473565
2316,"USA",198.0217502756487,37920.743252002394
2317,"USA",197.64424382547145,37880.93617369185
2318,"USA",197.268758894734,37841.1095858821
2319,"USA",196.89528219364468,37801.2657498443
2320,"USA",196.52380053841193,37761.40689243099
2321,"USA",196.15430085025272,37721.53520646161
2322,"USA",195.7867701544108,37681.65285110529
2323,"USA",195.4211955791855,37641.76195226082
2324,"USA",195.05756435497145,37601.86460293391
2325,"USA",194.6958638133074,37561.96286361153
2326,"USA",194.33608138593615,37522.05876263348
2327,"USA",193.978204603874,37482.15429656121
2328,"USA",193.6222210964899,37442.25143054353
2329,"USA",193.2681185905947,37402.35209867984
2330,"USA",192.9158849095396,37362.45820438008
2331,"USA",192.5655079723244,37322.57162072216
2332,"USA",192.2169757927152,37282.69419080629
2333,"USA",191.87027647837093,37242.82772810644
2334,"USA",191.52539822997952,37202.97401681901
2335,"USA",191.18232934040296,37163.13481220849
2336,"USA",190.8410581938311,37123.311840950286
2337,"USA",190.5015732649447,37083.50680147058
2338,"USA",190.163863118087,37043.72136428337
2339,"USA",189.82791640644385,37003.957172324495
2340,"USA",189.49372187123248,36964.21584128283
2341,"USA",189.16126834089897,36924.49895992858
2342,"USA",188.83054473032348,36884.80809043862
2343,"USA",188.5015400400343,36845.14476871898
2344,"USA",188.17424335542972,36805.51050472435
2345,"USA",187.8486438460081,36765.90678277491
2346,"USA",187.52473076460572,36726.33506186991
2347,"USA",187.20249344664305,36686.79677599878
2348,"USA",186.88192130937784,36647.29333444901
2349,"USA",186.5630038511669,36607.82612211142
2350,"USA",186.24573065073497,36568.396499782415
2351,"USA",185.93009136645097,36529.00580446342
2352,"USA",185.61607573561204,36489.65534965756
2353,"USA",185.30367357373495,36450.346425663345
2354,"USA",184.9928747738543,36411.08029986568
2355,"USA",184.6836693058284,36371.85821702397
2356,"USA",184.376047215652,36332.68139955747
2357,"USA",184.069998624776,36293.551047827794
2358,"USA",183.76551372943445,36254.468340418694
2359,"USA",183.46258279997772,36215.43443441301
2360,"USA",183.16119618021324,36176.450465666945
2361,"USA",182.8613442867524,36137.51754908152
2362,"USA",182.56301760836425,36098.63677887132
2363,"USA",182.26620670533572,36059.80922883054
2364,"USA",181.97090220883848,36021.03595259634
2365,"USA",181.67709482030187,35982.31798390943
2366,"USA",181.3847753107925,35943.65633687208
2367,"USA",181.09393452039976,35905.05200620338
2368,"USA",180.80456335762815,35866.50596749199
2369,"USA",180.5166527987948,35828.01917744605
2370,"USA",180.23019388743376,35789.592574140675
2371,"USA",179.94517773370617,35751.227077262745
2372,"USA",179.66159551381594,35712.923588353144
2373,"USA",179.3794384694319,35674.68299104641
2374,"USA",179.09869790711517,35636.50615130789
2375,"USA",178.81936519775246,35598.39391766827
2376,"USA",178.54143177599525,35560.34712145567
2377,"USA",178.26488913970417,35522.36657702521
2378,"USA",177.98972884939917,35484.453081986096
2379,"USA",177.71594252771504,35446.6074174262
2380,"USA",177.44352185886245,35408.830348134295
2381,"USA",177.17245858809417,35371.12262281971
2382,"USA",176.9027445211768,35333.484974329745
2383,"USA",176.63437152386746,35295.91811986454
2384,"USA",176.3673315213959,35258.422761189606
2385,"USA",176.1016164979516,35220.99958484613
2386,"USA",175.83721849617595,35183.64926235871
2387,"USA",175.57412961665938,35146.37245044093
2388,"USA",175.3123420174435,35109.16979119857
2389,"USA",175.05184791352826,35072.04191233059
2390,"USA",174.79263957638355,35034.989427327724
2391,"USA",174.53470933346605,34998.01293566894
2392,"USA",174.2780495677405,34961.11302301566
2393,"USA",174.02265271720591,34924.29026140365
2394,"USA",173.768511274426,34887.54520943284
2395,"USA",173.51561778606467,34850.87841245494
2396,"USA",173.26396485242572,34814.290402758874
2397,"USA",173.01354512699712,34777.781699754036
2398,"USA",172.76435131599973,34741.35281015154
2399,"USA",172.51637617794043,34705.00422814324
2400,"USA",172.26961252316949,34668.73643557877
2401,"USA",172.02405321344227,34632.54990214042
2402,"USA",171.77969116148532,34596.44508551607
2403,"USA",171.5365193305663,34560.42243156998
2404,"USA",171.2945307340685,34524.48237451168
2405,"USA",171.0537184350691,34488.6253370628
2406,"USA",170.8140755459217,34452.851730621886
2407,"USA",170.57559522784288,34417.16195542745
2408,"USA",170.3382706905025,34381.55640071878
2409,"USA",170.10209519161822,34346.03544489511
2410,"USA",169.86706203655376,34310.599455672746
2411,"USA",169.633164577921,34275.248790240315
2412,"USA",169.40039621518596,34239.9837954122
2413,"USA",169.16875039427845,34204.80480778006
2414,"USA",168.9382206072055,34169.71215386262
2415,"USA",168.70880039166852,34134.70615025351
2416,"USA",168.48048333068405,34099.78710376741
2417,"USA",168.2532630522081,34064.955311584425
2418,"USA",168.02713322876411,34030.21106139264
2419,"USA",167.8020875770744,33995.55463152894
2420,"USA",167.5781198576951,33960.98629111817
2421,"USA",167.35522387465463,33926.506300210494
2422,"USA",167.13339347509557,33892.114909917145
2423,"USA",166.91262254891967,33857.81236254448
2424,"USA",166.69290502843666,33823.5988917263
2425,"USA",166.474234888016,33789.474722554696
2426,"USA",166.25660614374203,33755.44007170908
2427,"USA",166.0400128530725,33721.49514758378
2428,"USA",165.82444911450003,33687.6401504139
2429,"USA",165.60990906721685,33653.875272399746
2430,"USA",165.39638689078294,33620.20069782957
2431,"USA",165.18387680479682,33586.616603200855
2432,"USA",164.97237306856988,33553.12315734007
2433,"USA",164.76186998080334,33519.720521520874
2434,"USA",164.55236187926852,33486.40884958082
2435,"USA",164.34384314048995,33453.18828803671
2436,"USA",164.13630817943147,33420.05897619831
2437,"USA",163.9297514491852,33387.02104628075
2438,"USA",163.72416744066354,33354.07462351544
2439,"USA",163.51955068229378,33321.21982625955
2440,"USA",163.31589573971578,33288.4567661042
2441,"USA",163.1131972154824,33255.78554798116
2442,"USA",162.91144974876246,33223.20627026818
2443,"USA",162.71064801504687,33190.71902489305
2444,"USA",162.51078672585706,33158.32389743625
2445,"USA",162.31186062845634,33126.0209672323
2446,"USA",162.11386450556387,33093.81030746984
2447,"USA",161.91679317507112,33061.69198529033
2448,"USA",161.72064148976125,33029.666061885546
2449,"USA",161.52540433703066,32997.732592593784
2450,"USA",161.3310766386134,32965.8916269948
2451,"USA",161.13765335030806,32934.14320900357
2452,"USA",160.94512946170684,32902.487376962694
2453,"USA",160.75349999592763,32870.92416373378
2454,"USA",160.56276000934818,32839.45359678744
2455,"USA",160.37290459134258,32808.07569829229
2456,"USA",160.18392886402052,32776.790485202626
2457,"USA",159.99582798196866,32745.597969345003
2458,"USA",159.80859713199442,32714.498157503705
2459,"USA",159.62223153287204,32683.49105150506
2460,"USA",159.43672643509095,32652.576648300615
2461,"USA",159.2520771206066,32621.7549400492
2462,"USA",159.06827890259322,32591.025914198017
2463,"USA",158.88532712519907,32560.38955356248
2464,"USA",158.7032171633038,32529.84583640512
2465,"USA",158.52194442227798,32499.394736513394
2466,"USA",158.34150433774488,32469.036223276427
2467,"USA",158.16189237534422,32438.770261760757
2468,"USA",157.9831040304983,32408.59681278509
2469,"USA",157.80513482818,32378.515832994
2470,"USA",157.62798032268287,32348.52727493062
2471,"USA",157.45163609739348,32318.63108710844
2472,"USA",157.27609776456558,32288.827214082088
2473,"USA",157.1013609650964,32259.115596517106
2474,"USA",156.92742136830492,32229.496171258827
2475,"USA",156.75427467171207,32199.96887140039
2476,"USA",156.58191660082298,32170.53362634967
2477,"USA",156.41034290891105,32141.1903618954
2478,"USA",156.23954937680406,32111.939000272436
2479,"USA",156.06953181267207,32082.779460226004
2480,"USA",155.90028605181723,32053.71165707512
2481,"USA",155.73180795646553,32024.735502775224
2482,"USA",155.56409341556025,31995.850905979813
2483,"USA",155.39713834455736,31967.05777210135
2484,"USA",155.23093868522264,31938.35600337125
2485,"USA",155.0654904054307,31909.745498899087
2486,"USA",154.9007894989655,31881.226154730943
2487,"USA",154.73683198532314,31852.797863907
2488,"USA",154.5736139095157,31824.460516518306
2489,"USA",154.4111313418774,31796.2139997627
2490,"USA",154.2493803778721,31768.0581980001
2491,"USA",154.08835713790265,31739.99299280687
2492,"USA",153.92805776712189,31712.018263029513
2493,"USA",153.76847843524516,31684.133884837564
2494,"USA",153.60961533636467,31656.339731775824
2495,"USA",153.45146468876533,31628.635674815778
2496,"USA",153.2940227347422,31601.02158240631
2497,"USA",153.13728574041957,31573.497320523733
2498,"USA",152.9812499955717,31546.0627527211
2499,"USA",152.8259118134448,31518.71774017682
2500,"USA",152.67126753058096,31491.462141742548
2501,"USA",152.51731350664332,31464.295813990462
2502,"USA",152.36404612424283,31437.21861125987
2503,"USA",152.2114617887666,31410.23038570303
2504,"USA",152.0595569282075,31383.33098733052
2505,"USA",151.90832799299562,31356.520264055776
2506,"USA",151.75777145583066,31329.798061739108
2507,"USA",151.60788381151627,31303.164224231048
2508,"USA",151.45866157679546,31276.61859341504
2509,"USA",151.31010129018765,31250.16100924963
2510,"USA",151.16219951182686,31223.791309809905
2511,"USA",151.0149528233016,31197.509331328445
2512,"USA",150.8683578274959,31171.314908235607
2513,"USA",150.72241114843183,31145.207873199328
2514,"USA",150.57710943111317,31119.18805716422
2515,"USA",150.4324493413707,31093.255289390207
2516,"USA",150.28842756570862,31067.409397490555
2517,"USA",150.14504081115226,31041.650207469345
2518,"USA",150.0022858050972,31015.977543758407
2519,"USA",149.86015929515952,30990.391229253713
2520,"USA",149.7186580490276,30964.891085351268
2521,"USA",149.57777885431477,30939.476931982423
2522,"USA",149.43751851841355,30914.148587648677
2523,"USA",149.297873868351,30888.905869456023
2524,"USA",149.1588417506452,30863.74859314875
2525,"USA",149.02041903116316,30838.676573142693
2526,"USA",148.88260259497966,30813.689622558093
2527,"USA",148.74538934623754,30788.787553251892
2528,"USA",148.60877620800895,30763.9701758496
2529,"USA",148.47276012215792,30739.23729977666
2530,"USA",148.337338049204,30714.588733289325
2531,"USA",148.202506968187,30690.024283505125
2532,"USA",148.0682638765331,30665.54375643285
2533,"USA",147.9346057899217,30641.146957002056
2534,"USA",147.80152974215372,30616.83368909222
2535,"USA",147.66903278502085,30592.60375556134
2536,"USA",147.53711198817584,30568.456958274153
2537,"USA",147.40576443900406,30544.39309812999
2538,"USA",147.2749872424959,30520.411975090083
2539,"USA",147.1447775211205,30496.513388204577
2540,"USA",147.01513241470008,30472.69713563907
2541,"USA",146.8860490802859,30448.963014700716
2542,"USA",146.75752469203476,30425.310821864045
2543,"USA",146.62955644108686,30401.74035279625
2544,"USA",146.5021415354444,30378.2514023822
2545,"USA",146.3752771998513,30354.843764748977
2546,"USA",146.24896067567403,30331.517233290117
2547,"USA",146.12318922078322,30308.271600689444
2548,"USA",145.99796010943635,30285.106658944496
2549,"USA",145.87327063216142,30262.02219938963
2550,"USA",145.7491180956415,30239.01801271882
2551,"USA",145.62549982260032,30216.09388900794
2552,"USA",145.50241315168867,30193.249617736896
2553,"USA",145.37985543737193,30170.484987811255
2554,"USA",145.25782404981834,30147.79978758365
2555,"USA",145.1363163747882,30125.193804874747
2556,"USA",145.01532981352412,30102.66682699397
2557,"USA",144.89486178264195,30080.218640759816
2558,"USA",144.7749097140228,30057.849032519956
2559,"USA",144.65547105470588,30035.55778817091
2560,"USA",144.53654326678208,30013.34469317746
2561,"USA",144.41812382728853,29991.209532591765
2562,"USA",144.3002102281041,29969.152091072123
2563,"USA",144.1827999758457,29947.17215290152
2564,"USA",144.06589059176508,29925.26950200575
2565,"USA",143.94947961164698,29903.443921971382
2566,"USA",143.83356458570793,29881.695196063345
2567,"USA",143.7181430784957,29860.023107242258
2568,"USA",143.60321266878967,29838.42743818148
2569,"USA",143.48877094950203,29816.907971283897
2570,"USA",143.3748155275799,29795.4644886984
2571,"USA",143.26134402390775,29774.0967723361
2572,"USA",143.1483540732113,29752.80460388633
2573,"USA",143.03584332396164,29731.58776483232
2574,"USA",142.92380943828036,29710.446036466627
2575,"USA",142.8122500918454,29689.379199906372
2576,"USA",142.70116297379766,29668.387036108084
2577,"USA",142.5905457866483,29647.469325882485
2578,"USA",142.48039624618684,29626.62584990887
2579,"USA",142.37071208138997,29605.856388749296
2580,"USA",142.26149103433113,29585.160722862616
2581,"USA",142.15273086009074,29564.538632618125
2582,"USA",142.04442932666714,29543.989898309093
2583,"USA",141.9365842148883,29523.514300166036
2584,"USA",141.82919331832426,29503.111618369738
2585,"USA",141.72225444320006,29482.781633064056
2586,"USA",141.61576540830967,29462.524124368592
2587,"USA",141.5097240449303,29442.33887239098
2588,"USA",141.4041281967376,29422.22565723912
2589,"USA",141.2989757197214,29402.184259033133
2590,"USA",141.19426448210223,29382.21445791708
2591,"USA",141.08999236424836,29362.31603407055
2592,"USA",140.9861572585936,29342.488767719988
2593,"USA",140.8827570695557,29322.73243914983
2594,"USA",140.7797897134554,29303.046828713497
2595,"USA",140.6772531184361,29283.431716844105
2596,"USA",140.57514522438424,29263.886884065083
2597,"USA",140.47346398285015,29244.41211100051
2598,"USA",140.37220735696962,29225.00717838536
2599,"USA",140.27137332138614,29205.671867075453
2600,"USA",140.1709598621736,29186.40595805734
2601,"USA",140.07096497675968,29167.20923245796
2602,"USA",139.9713866738499,29148.081471554095
2603,"USA",139.87222297335208,29129.022456781677
2604,"USA",139.7734719063015,29110.031969744956
2605,"USA",139.67513151478673,29091.10979222547
2606,"USA",139.5771998518758,29072.2557061908
2607,"USA",139.47967498154324,29053.469493803288
2608,"USA",139.38255497859734,29034.750937428464
2609,"USA",139.28583792860834,29016.09981964341
2610,"USA",139.18952192783686,28997.51592324488
2611,"USA",139.09360508316303,28978.999031257383
2612,"USA",138.9980855120162,28960.548926940977
2613,"USA",138.90296134230508,28942.165393799016
2614,"USA",138.80823071234855,28923.848215585745
2615,"USA",138.71389177080695,28905.59717631366
2616,"USA",138.61994267661365,28887.412060260845
2617,"USA",138.52638159890765,28869.292651978052
2618,"USA",138.43320671696628,28851.238736295756
2619,"USA",138.34041622013856,28833.250098330984
2620,"USA",138.2480083077791,28815.326523494037
2621,"USA",138.15598118918237,28797.467797495112
2622,"USA",138.06433308351774,28779.673706350735
2623,"USA",137.97306221976464,28761.944036390098
2624,"USA",137.8821668366486,28744.278574261272
2625,"USA",137.7916451825774,28726.677106937314
2626,"USA",137.70149551557813,28709.13942172216
2627,"USA",137.61171610323427,28691.66530625651
2628,"USA",137.52230522262363,28674.254548523517
