"year","country","pop","gdp"
2624,"USA",100.04673028863148,8040.895714699786
2625,"USA",100.0333252392235,8039.932421635946
2626,"USA",100.02002492413128,8038.976429557919
2627,"USA",100.00682851147894,8038.027682720571
2628,"USA",99.99373517620586,8037.086125812714
2629,"USA",99.98074410000756,8036.151703953585
2630,"USA",99.96785447127732,8035.224362689349
2631,"USA",99.95506548504832,8034.304047989636
2632,"USA",99.94237634293624,8033.390706244128
2633,"USA",99.92978625308255,8032.484284259138
2634,"USA",99.91729443009822,8031.584729254249
2635,"USA",99.90490009500796,8030.691988858978
2636,"USA",99.892602475195,8029.806011109456
2637,"USA",99.88040080434648,8028.926744445147
2638,"USA",99.86829432239922,8028.0541377056
2639,"USA",99.85628227548604,8027.188140127206
2640,"USA",99.84436391588262,8026.3287013400195
2641,"USA",99.8325385019548,8025.475771364581
2642,"USA",99.82080529810636,8024.629300608761
2643,"USA",99.80916357472742,8023.789239864662
2644,"USA",99.7976126081432,8022.955540305522
2645,"USA",99.78615168056317,8022.128153482647
2646,"USA",99.77478008003092,8021.3070313223825
2647,"USA",99.76349710037424,8020.492126123103
2648,"USA",99.75230204115589,8019.683390552219
2649,"USA",99.74119420762462,8018.880777643229
2650,"USA",99.73017291066677,8018.084240792779
2651,"USA",99.71923746675824,8017.293733757763
2652,"USA",99.70838719791702,8016.509210652427
2653,"USA",99.69762143165602,8015.730625945523
2654,"USA",99.6869395009364,8014.957934457466
2655,"USA",99.67634074412136,8014.191091357531
2656,"USA",99.66582450493024,8013.430052161067
2657,"USA",99.65539013239318,8012.674772726722
2658,"USA",99.64503698080613,8011.925209253724
2659,"USA",99.6347644096862,8011.181318279151
2660,"USA",99.62457178372765,8010.443056675248
2661,"USA",99.61445847275785,8009.710381646748
2662,"USA",99.6044238516942,8008.983250728234
2663,"USA",99.594467300501,8008.261621781513
2664,"USA",99.58458820414688,8007.545452993008
2665,"USA",99.57478595256264,8006.834702871186
2666,"USA",99.5650599405994,8006.1293302439935
2667,"USA",99.55540956798716,8005.429294256321
2668,"USA",99.54583423929382,8004.734554367494
2669,"USA",99.53633336388438,8004.045070348769
2670,"USA",99.5269063558807,8003.3608022808685
2671,"USA",99.51755263412149,8002.681710551523
2672,"USA",99.50827162212276,8002.00775585304
2673,"USA",99.49906274803853,8001.338899179899
2674,"USA",99.489925444622,8000.675101826356
2675,"USA",99.480859149187,8000.016325384067
2676,"USA",99.47186330356976,7999.362531739749
2677,"USA",99.46293735409108,7998.713683072838
2678,"USA",99.45408075151884,7998.069741853184
2679,"USA",99.44529295103084,7997.430670838749
2680,"USA",99.43657341217788,7996.7964330733475
2681,"USA",99.42792159884736,7996.166991884383
2682,"USA",99.41933697922698,7995.542310880612
2683,"USA",99.41081902576904,7994.9223539499235
2684,"USA",99.40236721515464,7994.307085257155
2685,"USA",99.39398102825878,7993.696469241898
2686,"USA",99.38565995011514,7993.090470616334
2687,"USA",99.3774034698817,7992.489054363109
2688,"USA",99.36921108080632,7991.892185733185
2689,"USA",99.36108228019276,7991.299830243744
2690,"USA",99.3530165693671,7990.711953676091
2691,"USA",99.3450134536442,7990.128522073583
2692,"USA",99.33707244229468,7989.54950173957
2693,"USA",99.32919304851212,7988.974859235353
2694,"USA",99.32137478938054,7988.404561378168
2695,"USA",99.31361718584216,7987.838575239175
2696,"USA",99.30591976266544,7987.2768681414655
2697,"USA",99.29828204841348,7986.719407658093
2698,"USA",99.29070357541256,7986.16616161011
2699,"USA",99.28318387972112,7985.617098064636
2700,"USA",99.2757225010988,7985.072185332924
2701,"USA",99.26831898297604,7984.531391968455
2702,"USA",99.26097287242364,7983.994686765045
2703,"USA",99.25368372012282,7983.462038754961
2704,"USA",99.2464510803354,7982.933417207063
2705,"USA",99.23927451087432,7982.408791624958
2706,"USA",99.23215357307438,7981.888131745162
2707,"USA",99.22508783176328,7981.371407535286
2708,"USA",99.2180768552328,7980.858589192234
2709,"USA",99.2111202152104,7980.349647140413
2710,"USA",99.20421748683091,7979.84455202996
2711,"USA",99.1973682486086,7979.343274734979
2712,"USA",99.19057208240936,7978.845786351806
2713,"USA",99.1838285734232,7978.352058197268
2714,"USA",99.177137310137,7977.862061806975
2715,"USA",99.1704978843075,7977.375768933617
2716,"USA",99.1639098909344,7976.893151545269
2717,"USA",99.15737292823394,7976.414181823718
2718,"USA",99.1508865976124,7975.938832162808
2719,"USA",99.14445050364009,7975.467075166785
2720,"USA",99.13806425402542,7974.998883648668
2721,"USA",99.13172745958926,7974.534230628618
2722,"USA",99.12543973423946,7974.073089332345
2723,"USA",99.1192006949457,7973.615433189505
2724,"USA",99.1130099617144,7973.161235832113
2725,"USA",99.106867157564,7972.710471092979
2726,"USA",99.10077190850028,7972.263113004152
2727,"USA",99.09472384349218,7971.819135795375
2728,"USA",99.0887225944474,7971.37851389255
2729,"USA",99.08276779618866,7970.941221916222
2730,"USA",99.07685908642982,7970.507234680072
2731,"USA",99.07099610575244,7970.076527189421
2732,"USA",99.06517849758232,7969.649074639746
2733,"USA",99.05940590816653,7969.22485241521
2734,"USA",99.05367798655024,7968.803836087202
2735,"USA",99.04799438455424,7968.386001412887
2736,"USA",99.04235475675216,7967.971324333782
2737,"USA",99.0367587604482,7967.559780974311
2738,"USA",99.031206055655,7967.151347640414
2739,"USA",99.0256963050716,7966.746000818125
2740,"USA",99.02022917406164,7966.343717172198
2741,"USA",99.01480433063188,7965.944473544717
2742,"USA",99.00942144541054,7965.54824695373
2743,"USA",99.00408019162626,7965.155014591898
2744,"USA",98.998780245087,7964.764753825146
2745,"USA",98.99352128415904,7964.377442191311
2746,"USA",98.98830298974644,7963.993057398842
2747,"USA",98.9831250452704,7963.611577325468
2748,"USA",98.97798713664892,7963.2329800169055
2749,"USA",98.97288895227666,7962.857243685553
2750,"USA",98.96783018300484,7962.484346709213
2751,"USA",98.96281052212152,7962.114267629824
2752,"USA",98.9578296653318,7961.746985152189
2753,"USA",98.95288731073836,7961.3824781427265
2754,"USA",98.9479831588221,7961.020725628225
2755,"USA",98.94311691242302,7960.6617067946145
2756,"USA",98.93828827672112,7960.305400985736
2757,"USA",98.9334969592175,7959.951787702138
2758,"USA",98.92874266971585,7959.600846599858
2759,"USA",98.9240251203036,7959.252557489242
2760,"USA",98.91934402533388,7958.906900333748
2761,"USA",98.91469910140698,7958.563855248779
2762,"USA",98.91009006735244,7958.223402500515
2763,"USA",98.90551664421106,7957.885522504747
2764,"USA",98.90097855521712,7957.550195825738
2765,"USA",98.89647552578076,7957.217403175088
2766,"USA",98.89200728347052,7956.887125410588
2767,"USA",98.8875735579959,7956.559343535111
2768,"USA",98.88317408119032,7956.234038695502
2769,"USA",98.87880858699393,7955.911192181462
2770,"USA",98.87447681143676,7955.590785424464
2771,"USA",98.870178492622,7955.272799996667
2772,"USA",98.86591337070926,7954.957217609829
2773,"USA",98.8616811878982,7954.644020114244
2774,"USA",98.85748168841212,7954.333189497684
2775,"USA",98.85331461848172,7954.024707884344
2776,"USA",98.84917972632908,7953.718557533795
2777,"USA",98.84507676215163,7953.414720839948
2778,"USA",98.84100547810652,7953.113180330035
2779,"USA",98.83696562829466,7952.813918663577
2780,"USA",98.8329569687454,7952.516918631381
2781,"USA",98.82897925740102,7952.222163154533
2782,"USA",98.8250322541014,7951.929635283399
2783,"USA",98.82111572056893,7951.639318196644
2784,"USA",98.8172294203934,7951.351195200247
2785,"USA",98.81337311901711,7951.065249726527
2786,"USA",98.80954658372016,7950.781465333182
2787,"USA",98.80574958360552,7950.499825702328
2788,"USA",98.80198188958484,7950.220314639554
2789,"USA",98.79824327436368,7949.942916072968
2790,"USA",98.79453351242744,7949.667614052279
2791,"USA",98.79085238002703,7949.394392747849
2792,"USA",98.78719965516493,7949.123236449794
2793,"USA",98.78357511758097,7948.854129567053
2794,"USA",98.7799785487388,7948.587056626482
2795,"USA",98.77640973181197,7948.322002271973
2796,"USA",98.77286845167032,7948.058951263538
2797,"USA",98.7693544948666,7947.797888476443
2798,"USA",98.76586764962288,7947.538798900311
2799,"USA",98.76240770581742,7947.281667638273
2800,"USA",98.75897445497144,7947.026479906082
2801,"USA",98.75556769023608,7946.773221031267
2802,"USA",98.75218720637938,7946.521876452277
2803,"USA",98.74883279977348,7946.272431717638
2804,"USA",98.7455042683818,7946.024872485108
2805,"USA",98.74220141174658,7945.779184520862
2806,"USA",98.7389240309761,7945.535353698651
2807,"USA",98.73567192873236,7945.293365998983
2808,"USA",98.7324449092188,7945.0532075083265
2809,"USA",98.72924277816796,7944.81486441828
2810,"USA",98.7260653428294,7944.578323024796
2811,"USA",98.72291241195762,7944.34356972737
2812,"USA",98.7197837958002,7944.110591028265
2813,"USA",98.71667930608594,7943.879373531718
2814,"USA",98.713598756013,7943.649903943176
2815,"USA",98.71054196023744,7943.422169068519
2816,"USA",98.70750873486152,7943.196155813301
2817,"USA",98.70449889742234,7942.971851181987
2818,"USA",98.70151226688036,7942.749242277209
2819,"USA",98.6985486636083,7942.528316299013
2820,"USA",98.6956079093798,7942.309060544121
2821,"USA",98.69268982735836,7942.091462405198
2822,"USA",98.68979424208646,7941.875509370123
2823,"USA",98.68692097947452,7941.661189021266
2824,"USA",98.68406986679013,7941.448489034768
2825,"USA",98.68124073264724,7941.237397179831
2826,"USA",98.67843340699577,7941.0279013180125
2827,"USA",98.67564772111062,7940.81998940252
2828,"USA",98.67288350758164,7940.613649477523
2829,"USA",98.67014060030296,7940.408869677452
2830,"USA",98.6674188344628,7940.205638226328
2831,"USA",98.6647180465332,7940.00394343707
2832,"USA",98.66203807425993,7939.803773710824
2833,"USA",98.65937875665234,7939.6051175362945
2834,"USA",98.65673993397355,7939.407963489088
2835,"USA",98.6541214477304,7939.212300231036
2836,"USA",98.65152314066368,7939.018116509557
2837,"USA",98.64894485673844,7938.825401157007
2838,"USA",98.64638644113438,7938.634143090024
2839,"USA",98.64384774023608,7938.4443313089005
2840,"USA",98.64132860162366,7938.255954896942
2841,"USA",98.63882887406336,7938.069003019841
2842,"USA",98.63634840749808,7937.883464925057
2843,"USA",98.63388705303824,7937.699329941188
2844,"USA",98.63144466295256,7937.516587477361
2845,"USA",98.62902109065874,7937.335227022624
2846,"USA",98.62661619071474,7937.155238145335
2847,"USA",98.62422981880955,7936.976610492565
2848,"USA",98.62186183175444,7936.799333789501
2849,"USA",98.61951208747392,7936.623397838857
2850,"USA",98.61718044499727,7936.448792520279
2851,"USA",98.61486676444964,7936.275507789773
2852,"USA",98.61257090704348,7936.103533679119
2853,"USA",98.61029273507,7935.932860295304
2854,"USA",98.60803211189068,7935.763477819944
2855,"USA",98.60578890192888,7935.595376508728
2856,"USA",98.60356297066149,7935.428546690851
2857,"USA",98.60135418461056,7935.262978768461
2858,"USA",98.5991624113352,7935.09866321611
2859,"USA",98.59698751942348,7934.935590580201
2860,"USA",98.59482937848412,7934.773751478439
2861,"USA",98.5926878591387,7934.613136599315
2862,"USA",98.59056283301362,7934.453736701538
2863,"USA",98.58845417273218,7934.295542613528
2864,"USA",98.58636175190682,7934.138545232878
2865,"USA",98.58428544513131,7933.982735525838
2866,"USA",98.58222512797308,7933.82810452679
2867,"USA",98.58018067696555,7933.674643337732
2868,"USA",98.57815196960055,7933.522343127776
2869,"USA",98.5761388843209,7933.371195132626
2870,"USA",98.57414130051278,7933.22119065409
2871,"USA",98.57215909849847,7933.0723210595725
2872,"USA",98.57019215952896,7932.924577781571
2873,"USA",98.5682403657767,7932.777952317202
2874,"USA",98.56630360032833,7932.632436227701
2875,"USA",98.56438174717756,7932.488021137942
2876,"USA",98.562474691218,7932.344698735947
2877,"USA",98.56058231823626,7932.202460772421
2878,"USA",98.55870451490472,7932.06129906028
2879,"USA",98.55684116877484,7931.921205474166
2880,"USA",98.55499216827012,7931.782171949997
2881,"USA",98.55315740267928,7931.644190484497
2882,"USA",98.55133676214956,7931.507253134728
2883,"USA",98.54953013767997,7931.371352017653
2884,"USA",98.54773742111456,7931.236479309672
2885,"USA",98.54595850513596,7931.102627246171
2886,"USA",98.54419328325864,7930.969788121086
2887,"USA",98.54244164982252,7930.837954286452
2888,"USA",98.5407034999865,7930.707118151969
2889,"USA",98.538978729722,7930.577272184566
2890,"USA",98.53726723580668,7930.448408907969
2891,"USA",98.53556891581805,7930.320520902271
2892,"USA",98.5338836681273,7930.193600803503
2893,"USA",98.53221139189309,7930.067641303229
2894,"USA",98.53055198705528,7929.942635148096
2895,"USA",98.52890535432904,7929.818575139453
2896,"USA",98.52727139519855,7929.695454132916
2897,"USA",98.52565001191122,7929.57326503796
2898,"USA",98.52404110747152,7929.452000817518
2899,"USA",98.52244458563526,7929.331654487581
2900,"USA",98.52086035090352,7929.212219116788
2901,"USA",98.51928830851703,7929.093687826038
2902,"USA",98.51772836445028,7928.976053788087
2903,"USA",98.51618042540584,7928.859310227166
2904,"USA",98.51464439880856,7928.743450418584
2905,"USA",98.51312019280016,7928.628467688352
2906,"USA",98.51160771623344,7928.514355412785
2907,"USA",98.51010687866676,7928.401107018142
2908,"USA",98.50861759035864,7928.288715980243
2909,"USA",98.50713976226224,7928.177175824083
2910,"USA",98.50567330601982,7928.066480123474
2911,"USA",98.5042181339576,7927.956622500678
2912,"USA",98.50277415908026,7927.847596626034
2913,"USA",98.5013412950657,7927.739396217595
2914,"USA",98.49991945625978,7927.632015040776
2915,"USA",98.49850855767112,7927.525446907991
2916,"USA",98.49710851496594,7927.419685678304
2917,"USA",98.49571924446296,7927.314725257068
2918,"USA",98.49434066312824,7927.210559595588
2919,"USA",98.49297268857018,7927.107182690761
2920,"USA",98.49161523903456,7927.004588584747
2921,"USA",98.4902682333995,7926.902771364616
2922,"USA",98.4889315911706,7926.801725162013
2923,"USA",98.487605232476,7926.701444152827
2924,"USA",98.4862890780615,7926.601922556852
2925,"USA",98.4849830492859,7926.503154637453
2926,"USA",98.48368706811608,7926.405134701249
2927,"USA",98.48240105712232,7926.307857097775
2928,"USA",98.4811249394736,7926.211316219167
2929,"USA",98.47985863893292,7926.115506499836
2930,"USA",98.47860207985272,7926.020422416148
2931,"USA",98.47735518717028,7925.926058486119
2932,"USA",98.47611788640316,7925.832409269086
2933,"USA",98.47489010364468,7925.739469365405
2934,"USA",98.47367176555936,7925.647233416141
2935,"USA",98.47246279937872,7925.555696102757
2936,"USA",98.4712631328966,7925.464852146814
2937,"USA",98.47007269446492,7925.374696309668
2938,"USA",98.46889141298936,7925.285223392168
2939,"USA",98.46771921792497,7925.196428234362
2940,"USA",98.4665560392719,7925.108305715197
2941,"USA",98.46540180757133,7925.020850752232
2942,"USA",98.464256453901,7924.934058301343
2943,"USA",98.4631199098713,7924.847923356429
2944,"USA",98.46199210762092,7924.762440949143
2945,"USA",98.46087297981283,7924.677606148586
2946,"USA",98.45976245963033,7924.593414061042
2947,"USA",98.45866048077268,7924.509859829686
2948,"USA",98.45756697745152,7924.426938634318
2949,"USA",98.4564818843865,7924.344645691073
2950,"USA",98.45540513680156,7924.2629762521565
2951,"USA",98.45433667042096,7924.181925605576
2952,"USA",98.45327642146536,7924.101489074861
2953,"USA",98.45222432664804,7924.021662018803
2954,"USA",98.45118032317096,7923.942439831186
2955,"USA",98.4501443487211,7923.863817940528
2956,"USA",98.44911634146656,7923.785791809813
2957,"USA",98.44809624005292,7923.708356936237
2958,"USA",98.44708398359955,7923.631508850944
2959,"USA",98.4460795116958,7923.555243118777
2960,"USA",98.44508276439753,7923.479555338024
2961,"USA",98.44409368222333,7923.404441140159
2962,"USA",98.44311220615096,7923.3298961896
2963,"USA",98.44213827761398,7923.255916183454
2964,"USA",98.44117183849792,7923.182496851278
2965,"USA",98.44021283113692,7923.1096339548285
2966,"USA",98.43926119831036,7923.0373232878255
2967,"USA",98.43831688323912,7922.9655606757005
2968,"USA",98.43737982958244,7922.894341975375
2969,"USA",98.4364499814344,7922.823663075005
2970,"USA",98.43552728332048,7922.753519893762
2971,"USA",98.43461168019432,7922.683908381579
2972,"USA",98.43370311743436,7922.614824518948
2973,"USA",98.4328015408406,7922.546264316661
2974,"USA",98.4319068966312,7922.478223815602
2975,"USA",98.43101913143936,7922.410699086508
2976,"USA",98.43013819231012,7922.343686229754
2977,"USA",98.429264026697,7922.277181375117
2978,"USA",98.42839658245904,7922.211180681572
2979,"USA",98.42753580785752,7922.145680337058
2980,"USA",98.42668165155284,7922.080676558263
2981,"USA",98.42583406260154,7922.016165590409
2982,"USA",98.42499299045316,7921.952143707044
2983,"USA",98.42415838494716,7921.888607209814
2984,"USA",98.42333019630998,7921.825552428265
2985,"USA",98.42250837515192,7921.762975719626
2986,"USA",98.42169287246436,7921.700873468601
2987,"USA",98.42088363961656,7921.639242087161
2988,"USA",98.42008062835296,7921.578078014349
2989,"USA",98.41928379079012,7921.517377716055
2990,"USA",98.418493079414,7921.457137684844
2991,"USA",98.41770844707683,7921.397354439724
2992,"USA",98.4169298469946,7921.338024525965
2993,"USA",98.416157232744,7921.279144514899
2994,"USA",98.4153905582597,7921.220711003722
2995,"USA",98.41462977783164,7921.162720615299
2996,"USA",98.41387484610222,7921.105169997972
2997,"USA",98.41312571806353,7921.048055825364
2998,"USA",98.41238234905472,7920.991374796197
2999,"USA",98.4116446947593,7920.935123634092
3000,"USA",98.41091271120249,7920.8792990873935
